outcome,variable,model,N,N_event,coef,se(coef),exp(coef),exp(coef) lower 95%,exp(coef) upper 95%,p,C,MH_coef,MH_HR,MH_LL,MH_UL,MH_p,HR_CI,MH_CI,Concordance
died,aa_Horvath,0,583,38,-0.1494117626765193,0.1923386967254357,0.8612144259230535,0.5907344527417472,1.2555392426759664,0.4372673796330053,0.5646901654506217,,,,,,0.86 (0.59; 1.26),nan (nan; nan),0.56
died,aa_Horvath,1,583,38,0.143869450690404,0.17239902312320737,1.1547333490428695,0.8236361389010451,1.618929821572536,0.4039912306454866,0.5356078511972048,,,,,,1.15 (0.82; 1.62),nan (nan; nan),0.54
died,aa_Horvath,2,581,38,0.1582684070378457,0.17270053443852304,1.171480586147366,0.8350877911364168,1.6433802269490867,0.3594400213358315,0.5519661471772113,,,,,,1.17 (0.84; 1.64),nan (nan; nan),0.55
died,aa_Horvath,3,581,38,0.16239712304481846,0.17340907927134935,1.1763272952531156,0.8373790639870408,1.6524725361164816,0.3490172361684729,0.604706368046238,,,,,,1.18 (0.84; 1.65),nan (nan; nan),0.6
died,aa_Horvath,4,581,38,0.2076968922284501,0.17928399194299016,1.230840035821466,0.8661533782278801,1.7490749697017385,0.2466682696617804,0.6451646196717927,,,,,,1.23 (0.87; 1.75),nan (nan; nan),0.65
died,aa_Horvath,5,583,38,0.09918706142404336,0.17388713826348287,1.1042728470910512,0.785350262107446,1.5527065815835228,0.5683992630347232,0.6425855513307985,0.5120961173776771,1.6687855017176652,1.2478013043668257,2.231801682685529,0.0005553957512838496,1.1 (0.79; 1.55),1.67 (1.25; 2.23),0.64
died,aa_Horvath,6,583,38,0.10190796991897502,0.17583795069638838,1.1072815638266726,0.7844848014386057,1.562901485589068,0.5622139548821451,0.6457712465317028,0.47472097931450535,1.607565590850291,1.2002880413105164,2.1530391372259716,0.0014491112192447533,1.11 (0.78; 1.56),1.61 (1.2; 2.15),0.65
died,aa_Horvath,7,581,38,0.12147508672470742,0.17537499888072022,1.1291612344700517,0.8007122820581544,1.5923386239969395,0.4885235197487966,0.6650841160078439,0.47286841859364953,1.6045902348452623,1.2008513027478613,2.144070473895615,0.0013854310537909473,1.13 (0.8; 1.59),1.6 (1.2; 2.14),0.67
died,aa_Horvath,8,581,38,0.13460982097076168,0.17603931432557957,1.1440902972104927,0.810243146926363,1.615493587494858,0.44447538802395525,0.6612653524615544,0.4692457074951513,1.5987877846392886,1.1901685431678797,2.147697815561614,0.0018329096739581646,1.14 (0.81; 1.62),1.6 (1.19; 2.15),0.66
died,aa_Horvath,9,581,38,0.166333066040189,0.18195393165919585,1.1809663760209415,0.8267192787581839,1.6870074487521192,0.3606383809322058,0.6898544741459387,0.4370328249103158,1.5481068926922381,1.1289395090013636,2.1229082090689073,0.006672321411973126,1.18 (0.83; 1.69),1.55 (1.13; 2.12),0.69
died,aa_DNAmHannumAge,0,583,38,0.1372155062721222,0.19388962171906912,1.147075323812407,0.7844274665501202,1.677378539900053,0.47913215091305883,0.568697975542082,,,,,,1.15 (0.78; 1.68),nan (nan; nan),0.57
died,aa_DNAmHannumAge,1,583,38,0.49301477474034827,0.18371925603711067,1.6372447110759645,1.1421719278016806,2.346906081911387,0.00728510522390502,0.6646798890144898,,,,,,1.64 (1.14; 2.35),nan (nan; nan),0.66
died,aa_DNAmHannumAge,2,581,38,0.5052434566501035,0.1825441668009638,1.6573889737146283,1.1588909429701353,2.3703164019477696,0.005643824777762833,0.6864485499019507,,,,,,1.66 (1.16; 2.37),nan (nan; nan),0.69
died,aa_DNAmHannumAge,3,581,38,0.4883781045810619,0.18132343026296296,1.6296709195361725,1.1422393888336644,2.325105693206507,0.007072551295408879,0.6903705232738157,,,,,,1.63 (1.14; 2.33),nan (nan; nan),0.69
died,aa_DNAmHannumAge,4,581,38,0.4511440826257607,0.18870945356348026,1.5701074910064547,1.0846749426727667,2.2727892351232426,0.01681716300292424,0.6958406440293116,,,,,,1.57 (1.08; 2.27),nan (nan; nan),0.7
died,aa_DNAmHannumAge,5,583,38,0.5116842343058828,0.18255094496050717,1.6680982987524013,1.1663636958602677,2.3856640464519483,0.005063488466181913,0.6920152091254753,0.48795559660519805,1.6289825160128655,1.2160232010045826,2.182182079489457,0.0010712385348821166,1.67 (1.17; 2.39),1.63 (1.22; 2.18),0.69
died,aa_DNAmHannumAge,6,583,38,0.48930140239303066,0.1890174735324765,1.6311762859742376,1.1261829134032213,2.3626144956188404,0.009635101912606029,0.6924262665707532,0.4755507038538625,1.60889998098121,1.198728812166656,2.1594201478503026,0.001539323556046628,1.63 (1.13; 2.36),1.61 (1.2; 2.16),0.69
died,aa_DNAmHannumAge,7,581,38,0.49826318936805253,0.18666278665521222,1.6458602393221105,1.1415772402498114,2.3729063893991573,0.007600441790578371,0.7149344617607596,0.4741805700239605,1.6066970821660531,1.1983056736601398,2.1542712936975206,0.001529679282408057,1.65 (1.14; 2.37),1.61 (1.2; 2.15),0.71
died,aa_DNAmHannumAge,8,581,38,0.48741297768868014,0.18643582249535448,1.6280988390565985,1.129760293041461,2.3462550826612967,0.008939111014863794,0.707709773970482,0.47131325898969556,1.602096780293568,1.1887857895910634,2.1591056318985395,0.0019621687830444264,1.63 (1.13; 2.35),1.6 (1.19; 2.16),0.71
died,aa_DNAmHannumAge,9,581,38,0.48041786633049266,0.19111024997340245,1.6167498463860057,1.1116536253442777,2.351343985389026,0.011942942815051368,0.7204045825162555,0.4697941001307692,1.599664788535561,1.168116530965762,2.1906439707388445,0.0034041068153031163,1.62 (1.11; 2.35),1.6 (1.17; 2.19),0.72
died,aa_Lin,0,583,38,-0.08489370615503418,0.17692810392735994,0.9186099217928496,0.6494259775636558,1.2993693162413615,0.631355135734994,0.5176240879662933,,,,,,0.92 (0.65; 1.3),nan (nan; nan),0.52
died,aa_Lin,1,583,38,0.12714971975863792,0.16560003090234873,1.1355870248697346,0.820845496495106,1.5710117148217597,0.44259878078448545,0.5643818723666633,,,,,,1.14 (0.82; 1.57),nan (nan; nan),0.56
died,aa_Lin,2,581,38,0.15948649922474806,0.16652373672840085,1.1729084269407708,0.8462892901176801,1.625583821103744,0.3381937127276186,0.5770461347920322,,,,,,1.17 (0.85; 1.63),nan (nan; nan),0.58
died,aa_Lin,3,581,38,0.17780060903712794,0.16365106519480901,1.1945871076131467,0.8667977675972837,1.6463336789978322,0.27727479161660107,0.6154401899060791,,,,,,1.19 (0.87; 1.65),nan (nan; nan),0.62
died,aa_Lin,4,581,38,0.14060574578833837,0.17035246927052922,1.1509707834427476,0.8242520098296905,1.6071950429487372,0.40915513730466235,0.6481577046134792,,,,,,1.15 (0.82; 1.61),nan (nan; nan),0.65
died,aa_Lin,5,583,38,0.061037305195939646,0.16474014659567882,1.0629385665790685,0.7696284223847739,1.4680310179037344,0.7110050887853705,0.6428938444147569,0.5111844183646446,1.6672647649552246,1.239482128806305,2.242688080656948,0.0007269579919919431,1.06 (0.77; 1.47),1.67 (1.24; 2.24),0.64
died,aa_Lin,6,583,38,0.04746112212433362,0.16620627862633813,1.0486054327771583,0.7570717878643062,1.4524030234327707,0.7752185669728529,0.6504984071523996,0.47641611899126185,1.6102929500406296,1.1956010737348248,2.1688198864278294,0.0017134589406171137,1.05 (0.76; 1.45),1.61 (1.2; 2.17),0.65
died,aa_Lin,7,581,38,0.08033981800609259,0.16728477130560707,1.083655250680386,0.7807249960259651,1.5041259192476468,0.6310440843012743,0.673444111879451,0.4694871034991878,1.599173772207857,1.1900490543024187,2.148950704571228,0.0018453999153372786,1.08 (0.78; 1.5),1.6 (1.19; 2.15),0.67
died,aa_Lin,8,581,38,0.09380790675945837,0.16662498359509356,1.0983487402826788,0.7923349499156873,1.5225504761703594,0.5734428897984958,0.6660130044380225,0.46118547825685235,1.585952983796995,1.1719508102014415,2.1462051520594594,0.002808404128272002,1.1 (0.79; 1.52),1.59 (1.17; 2.15),0.67
died,aa_Lin,9,581,38,0.0905708736484938,0.17074880043989527,1.0947990972984762,0.783416633429799,1.5299458963465602,0.5958114457759325,0.6942924966456807,0.44174006361767393,1.5554113798752605,1.1308299965360369,2.1394060716962633,0.006609727590524324,1.09 (0.78; 1.53),1.56 (1.13; 2.14),0.69
died,aa_Yang,0,583,38,-0.35427927157083206,0.18903182046298,0.7016789809987156,0.48443363581738325,1.016348486092733,0.060905900915250125,0.5705477340458329,,,,,,0.7 (0.48; 1.02),nan (nan; nan),0.57
died,aa_Yang,1,583,38,-0.2536987872571124,0.18364415570436993,0.7759254854942552,0.5413795264760884,1.11208556954192,0.16713467068834165,0.5598602404686055,,,,,,0.78 (0.54; 1.11),nan (nan; nan),0.56
died,aa_Yang,2,581,38,-0.23126600050366278,0.1830846358985523,0.7935283590160318,0.5542689210313682,1.136068129872719,0.20653009156591956,0.5913923005470121,,,,,,0.79 (0.55; 1.14),nan (nan; nan),0.59
died,aa_Yang,3,581,38,-0.2654080694248247,0.18136633256398477,0.7668929405542578,0.5374714969813273,1.0942436679435468,0.14336311804259888,0.6179172257198885,,,,,,0.77 (0.54; 1.09),nan (nan; nan),0.62
died,aa_Yang,4,581,38,-0.16387011729877649,0.20527903903201425,0.848852265945894,0.5676730509118287,1.269304872310021,0.42470811758660787,0.641036226648777,,,,,,0.85 (0.57; 1.27),nan (nan; nan),0.64
died,aa_Yang,5,583,38,-0.23713730686632278,0.17711431847776057,0.7888829615334513,0.557509914344121,1.1162784929662326,0.1806051675156753,0.6619052512588635,0.5051136525662453,1.6571738518194508,1.2342487595424154,2.225017569531323,0.0007796481197356193,0.79 (0.56; 1.12),1.66 (1.23; 2.23),0.66
died,aa_Yang,6,583,38,-0.2199461980167181,0.17828379158957403,0.8025619762269576,0.5658784318535544,1.1382404584241337,0.2173199739062007,0.6666324118795601,0.47390449885709823,1.6062535806495928,1.1952790861053844,2.158534015479429,0.001672232951824929,0.8 (0.57; 1.14),1.61 (1.2; 2.16),0.67
died,aa_Yang,7,581,38,-0.19722471624899077,0.1774320341051288,0.8210061191662734,0.5798504156254373,1.1624567811707462,0.2663313443335219,0.6840747239137166,0.47453052164414905,1.607259446807579,1.1975987696179753,2.1570520903058807,0.0015712099018075963,0.82 (0.58; 1.16),1.61 (1.2; 2.16),0.68
died,aa_Yang,8,581,38,-0.2166981856025679,0.1787371007099024,0.8051729454236632,0.5672152227570867,1.1429585209137754,0.22536502774555686,0.669006089379709,0.4612386822152708,1.5860373650182862,1.1738622826593874,2.1429383671270577,0.0026648551392577787,0.81 (0.57; 1.14),1.59 (1.17; 2.14),0.67
died,aa_Yang,9,581,38,-0.20563831652145817,0.20928446584430851,0.8141274794980833,0.540193250526023,1.2269748876508269,0.3258151655674667,0.6850036123438952,0.46593031211078656,1.5934959481099726,1.158864691443476,2.1911353028454505,0.004139834488794912,0.81 (0.54; 1.23),1.59 (1.16; 2.19),0.69
died,aa_Levine,0,583,38,0.14045462408586176,0.1738390237238566,1.1507968599205933,0.8185149628491551,1.6179709265096969,0.4191147799813765,0.5538999075120749,,,,,,1.15 (0.82; 1.62),nan (nan; nan),0.55
died,aa_Levine,1,583,38,0.41878355699738606,0.16754185693017534,1.5201113017264112,1.0946203069706923,2.110995342331277,0.012434212497019296,0.6261432535196794,,,,,,1.52 (1.09; 2.11),nan (nan; nan),0.63
died,aa_Levine,2,581,38,0.40915047010042366,0.16503152048451492,1.5055382419332353,1.0894735889164542,2.0804959578485325,0.013166777404621527,0.6432036329858603,,,,,,1.51 (1.09; 2.08),nan (nan; nan),0.64
died,aa_Levine,3,581,38,0.39116017276438836,0.1626487650398612,1.4786953411664456,1.0750578253501573,2.033881211250356,0.016175215992976496,0.6577562183919909,,,,,,1.48 (1.08; 2.03),nan (nan; nan),0.66
died,aa_Levine,4,581,38,0.35117594387519246,0.169156013471901,1.420737273944746,1.0198303089706129,1.9792453546643045,0.03788954437755317,0.6807720094953039,,,,,,1.42 (1.02; 1.98),nan (nan; nan),0.68
died,aa_Levine,5,583,38,0.3136696736730029,0.1763539462993575,1.3684376309039472,0.9685281707138402,1.933471432528202,0.07529927563899708,0.669509813996506,0.4238459181829819,1.5278261654152525,1.1229631177925454,2.078654903925973,0.006970589797978307,1.37 (0.97; 1.93),1.53 (1.12; 2.08),0.67
died,aa_Levine,6,583,38,0.2927021060693583,0.17774887836412198,1.3400435401301127,0.9458424247685272,1.898536841254403,0.09961622097250501,0.6690987565512281,0.3977219924020771,1.4884301774845656,1.092620473060996,2.0276248229544738,0.011683793762960012,1.34 (0.95; 1.9),1.49 (1.09; 2.03),0.67
died,aa_Levine,7,581,38,0.2751819549476983,0.17645118353671654,1.3167702459326198,0.931782360993278,1.8608249663849994,0.11886959500111821,0.6934668180410775,0.3962035536747478,1.4861718024960888,1.089566335116678,2.0271428690002162,0.01236464213658173,1.32 (0.93; 1.86),1.49 (1.09; 2.03),0.69
died,aa_Levine,8,581,38,0.26144601250819116,0.17513850740840595,1.2988068203565222,0.9214385818177528,1.8307233817763704,0.13549067062566095,0.6852100319950459,0.39068501049921117,1.4779928878415032,1.075780322445387,2.0305846193063846,0.015922370349664792,1.3 (0.92; 1.83),1.48 (1.08; 2.03),0.69
died,aa_Levine,9,581,38,0.24650544698738963,0.17876639225194943,1.2795461528703802,0.9013422448733944,1.8164447152428347,0.1679178799889881,0.7060584167612757,0.3801492582934254,1.462502863825772,1.050460891683486,2.0361677846670947,0.02435160788832661,1.28 (0.9; 1.82),1.46 (1.05; 2.04),0.71
died,aa_PoAm,0,583,38,0.5213809953081865,0.15383925468050516,1.6843521266678276,1.2459042814221417,2.2770947406746864,0.0007011515669364269,0.6368307470969068,,,,,,1.68 (1.25; 2.28),nan (nan; nan),0.64
died,aa_PoAm,1,583,38,0.508780799250116,0.15708586070629516,1.6632621078558287,1.22250027801904,2.2629367773329276,0.0012000394210731024,0.6429966087760765,,,,,,1.66 (1.22; 2.26),nan (nan; nan),0.64
died,aa_PoAm,2,581,38,0.504831514118929,0.154317431875563,1.656706365313025,1.2243069214262288,2.2418201946219054,0.0010702263922246604,0.638455981009392,,,,,,1.66 (1.22; 2.24),nan (nan; nan),0.64
died,aa_PoAm,3,581,38,0.5126133383275955,0.18431020916954097,1.6696488557932343,1.1634293341951605,2.3961294594485674,0.005414950436887234,0.651253999380741,,,,,,1.67 (1.16; 2.4),nan (nan; nan),0.65
died,aa_PoAm,4,581,38,0.4919527026844329,0.2110363056278882,1.6355067622964188,1.0814785625165888,2.4733568118936096,0.019746595864907103,0.6719991743213954,,,,,,1.64 (1.08; 2.47),nan (nan; nan),0.67
died,aa_PoAm,5,583,38,0.4437992545302192,0.16059444270081813,1.5586175687985917,1.1377355538577831,2.1351962831173803,0.005718889813782507,0.6733120953653273,0.41955964880397606,1.521291505566813,1.1152663191802006,2.075134705592952,0.008081019247755788,1.56 (1.14; 2.14),1.52 (1.12; 2.08),0.67
died,aa_PoAm,6,583,38,0.4190193172333018,0.16416356272807178,1.5204697257749333,1.1021520159359104,2.0975583708704413,0.010696820263429592,0.6732093310040078,0.4046876867799606,1.4988343211781932,1.0998552665018158,2.0425454064396082,0.01038672169611636,1.52 (1.1; 2.1),1.5 (1.1; 2.04),0.67
died,aa_PoAm,7,581,38,0.4160184186653714,0.16095398913004644,1.5159137897222605,1.1057837911705108,2.078159072523208,0.009746263066257749,0.6863453400763753,0.40556997152015045,1.5001573033655187,1.102451960784589,2.0413333323288727,0.009863618978563091,1.52 (1.11; 2.08),1.5 (1.1; 2.04),0.69
died,aa_PoAm,8,581,38,0.4146671204106966,0.19079903171611143,1.5138667214753427,1.0415478145327346,2.200371810504601,0.02975633237401152,0.6900608937970895,0.400942793296621,1.493231843185404,1.0930374477213394,2.0399496304094904,0.011774227547065058,1.51 (1.04; 2.2),1.49 (1.09; 2.04),0.69
died,aa_PoAm,9,581,38,0.4575230411430331,0.21358792839880483,1.5801551543020633,1.0396648420442218,2.4016300356544833,0.032186814663613075,0.7018268139126845,0.42562690224322586,1.5305496239609309,1.1114814554494372,2.1076214451636566,0.009121626567463459,1.58 (1.04; 2.4),1.53 (1.11; 2.11),0.7
died,aa_DNAmGrimAge,0,583,38,0.07314126505833494,0.1889774302282274,1.0758825107857997,0.7428599890365455,1.5581983066768872,0.6987287874238703,0.5498920974206145,,,,,,1.08 (0.74; 1.56),nan (nan; nan),0.55
died,aa_DNAmGrimAge,1,583,38,0.3217766178625881,0.17144558837104418,1.3795765687718826,0.9858504979696441,1.9305477991075728,0.060539482735911886,0.6260404891583599,,,,,,1.38 (0.99; 1.93),nan (nan; nan),0.63
died,aa_DNAmGrimAge,2,581,38,0.3334322757888478,0.1679476717753158,1.3957505172378497,1.0042699783109892,1.939836446814959,0.04710728870811784,0.6229745071730829,,,,,,1.4 (1.0; 1.94),nan (nan; nan),0.62
died,aa_DNAmGrimAge,3,581,38,0.29203780678855423,0.20415019028542414,1.3391536457809716,0.8975475194060616,1.9980362579523128,0.15257221773414587,0.6218391990917536,,,,,,1.34 (0.9; 2.0),nan (nan; nan),0.62
died,aa_DNAmGrimAge,4,581,38,0.1925468421318171,0.2264419616373366,1.2123332906532298,0.777811363736755,1.889599556073748,0.39515035839250945,0.6545567137991537,,,,,,1.21 (0.78; 1.89),nan (nan; nan),0.65
died,aa_DNAmGrimAge,5,583,38,0.2306638344723303,0.16955909196445057,1.2594357893818577,0.9033313231905336,1.7559210744221487,0.1737115005584224,0.6551228034117768,0.4499876182083524,1.5682927670956672,1.1476877403593542,2.143041279289499,0.004733444472388345,1.26 (0.9; 1.76),1.57 (1.15; 2.14),0.66
died,aa_DNAmGrimAge,6,583,38,0.1757988235884066,0.18363089233679586,1.1921981923695106,0.8318433710434765,1.7086588405533403,0.3383912065974865,0.6561504470249717,0.44178145031654237,1.5554757545497742,1.1423633027660507,2.1179819214550606,0.005030546058410808,1.19 (0.83; 1.71),1.56 (1.14; 2.12),0.66
died,aa_DNAmGrimAge,7,581,38,0.1882934088612973,0.1803757746126133,1.2071876629496008,0.8476931050946518,1.719138736435752,0.2965338701225475,0.6685932500774073,0.4367399232850044,1.547653516067829,1.1376549572208492,2.1054111271561364,0.005414628700167129,1.21 (0.85; 1.72),1.55 (1.14; 2.11),0.67
died,aa_DNAmGrimAge,8,581,38,0.09353209657343403,0.222626592467777,1.0980458462848468,0.7097744704475776,1.6987151986223155,0.6743905330129005,0.6583754773454433,0.45629192203325847,1.5782109920883765,1.1491545901232332,2.167462895728828,0.004819973020594147,1.1 (0.71; 1.7),1.58 (1.15; 2.17),0.66
died,aa_DNAmGrimAge,9,581,38,0.06184901553282402,0.23641054805205083,1.0638017150669166,0.6693105379845449,1.6908057243309753,0.7936167454693004,0.6897512643203633,0.4444622411973094,1.559651254087717,1.1248984365594026,2.16242814046167,0.007678587883098832,1.06 (0.67; 1.69),1.56 (1.12; 2.16),0.69
died,aa_Zhang,0,583,38,0.3109636506389191,0.15407374423592993,1.3647396128715819,1.009025144191495,1.8458551024843468,0.04356231508817027,0.6562532113862912,,,,,,1.36 (1.01; 1.85),nan (nan; nan),0.66
died,aa_Zhang,1,583,38,0.36751564979316564,0.15566940382265515,1.4441423988825484,1.064397833612432,1.95936820086542,0.018231986601302014,0.6496762922618436,,,,,,1.44 (1.06; 1.96),nan (nan; nan),0.65
died,aa_Zhang,2,581,38,0.35327495777044526,0.1548436735909188,1.4237225531995181,1.0510471304228486,1.9285395010530826,0.02251921397099765,0.6657033749612963,,,,,,1.42 (1.05; 1.93),nan (nan; nan),0.67
died,aa_Zhang,3,581,38,0.32208253100681666,0.15958720212744734,1.3799986639366775,1.009340717175095,1.8867725041321706,0.04356806191565354,0.664568066879967,,,,,,1.38 (1.01; 1.89),nan (nan; nan),0.66
died,aa_Zhang,4,581,38,0.28989593876143727,0.16941466071292335,1.3362884249614817,0.9587252948760299,1.8625426534896392,0.08705120148927319,0.6828362060068118,,,,,,1.34 (0.96; 1.86),nan (nan; nan),0.68
died,aa_Zhang,5,583,38,0.3036451462557963,0.16177610598157582,1.354788219109162,0.9866595876595763,1.8602678589388562,0.06052538413812061,0.67886137087658,0.4574791069255415,1.5800857329468414,1.171190785327098,2.1317371642100738,0.0027515015136556926,1.35 (0.99; 1.86),1.58 (1.17; 2.13),0.68
died,aa_Zhang,6,583,38,0.2817710706556698,0.16417864390006046,1.3254752450721805,0.9607767967654167,1.8286085084630928,0.0861168825660657,0.6829719453293598,0.42860245570853245,1.5351106386045585,1.1341089864019889,2.077899656040291,0.005525788457310062,1.33 (0.96; 1.83),1.54 (1.13; 2.08),0.68
died,aa_Zhang,7,581,38,0.26779574291132185,0.16252127515018788,1.3070801323642558,0.9505256771054212,1.7973827678427652,0.09940232615051751,0.6958406440293116,0.43325091156299406,1.5422631438128234,1.1409751390824288,2.0846866187428605,0.004837267238024851,1.31 (0.95; 1.8),1.54 (1.14; 2.08),0.7
died,aa_Zhang,8,581,38,0.2381783540009608,0.1667012299337217,1.2689354923656213,0.9152572983553591,1.7592837409530322,0.1530692509549672,0.6826297863556611,0.435258660300332,1.5453627312476184,1.1386683824588164,2.097314730011372,0.005216282000627977,1.27 (0.92; 1.76),1.55 (1.14; 2.1),0.68
died,aa_Zhang,9,581,38,0.23350031430668075,0.17389845453025393,1.2630132248643449,0.898225262040459,1.7759491673152017,0.17935635747534345,0.7042006399009185,0.42667588379993365,1.5321559846621682,1.109115854844072,2.1165525234206735,0.0096488445766871,1.26 (0.9; 1.78),1.53 (1.11; 2.12),0.7
died,aa_MetaboAge,0,583,38,0.19128302312743115,0.17958292882774543,1.2108020885857966,0.8515534156455347,1.721608616427625,0.28680738444566023,0.5156715651012229,,,,,,1.21 (0.85; 1.72),nan (nan; nan),0.52
died,aa_MetaboAge,1,583,38,0.2878276625899637,0.17657203996367413,1.333527467649255,0.9434167282495342,1.8849522737153275,0.10308325964634654,0.5726030212722228,,,,,,1.33 (0.94; 1.88),nan (nan; nan),0.57
died,aa_MetaboAge,2,581,38,0.2825938774077477,0.17912410620727637,1.3265663038572508,0.9338094098789108,1.8845153410455378,0.11464766702676356,0.6011972339766746,,,,,,1.33 (0.93; 1.88),nan (nan; nan),0.6
died,aa_MetaboAge,3,581,38,0.2606389740899198,0.1761737340556977,1.2977590562044121,0.9188290423359344,1.8329618355106494,0.13902199056585826,0.6166787078129838,,,,,,1.3 (0.92; 1.83),nan (nan; nan),0.62
died,aa_MetaboAge,4,581,38,0.26037814963650324,0.17690358239439583,1.2974206130469557,0.9172763393532831,1.835107017309454,0.14105740027762453,0.6503251109505624,,,,,,1.3 (0.92; 1.84),nan (nan; nan),0.65
died,aa_MetaboAge,5,583,38,0.2694195069736816,0.16928224889229726,1.3092042461729418,0.9395374455065478,1.8243187287475873,0.11148805228502147,0.6437159593053129,0.5180427412395417,1.6787387060530192,1.2480037121483538,2.258137228093086,0.0006160126028379207,1.31 (0.94; 1.82),1.68 (1.25; 2.26),0.64
died,aa_MetaboAge,6,583,38,0.25330255989982753,0.16989440384725568,1.2882729976238274,0.9234077714534883,1.79730707030364,0.1359769432066393,0.6491624704552461,0.48452287083398715,1.6234002524209417,1.2051037867546268,2.1868891364598966,0.0014366030074986571,1.29 (0.92; 1.8),1.62 (1.21; 2.19),0.65
died,aa_MetaboAge,7,581,38,0.25250165458890594,0.17323406802351538,1.2872416260087467,0.9166487894183207,1.8076618033621377,0.14495771214390096,0.6726184332748477,0.4842061349665167,1.622886144756206,1.207257453144013,2.1816054495937593,0.0013378090826706589,1.29 (0.92; 1.81),1.62 (1.21; 2.18),0.67
died,aa_MetaboAge,8,581,38,0.2327272421111694,0.17233243815941043,1.2620372017744048,0.9002901938223603,1.7691383396061282,0.17687000569409175,0.6675611518216534,0.4800828349558433,1.616208275189244,1.1949180080252402,2.1860321555510565,0.0018353510365713053,1.26 (0.9; 1.77),1.62 (1.19; 2.19),0.67
died,aa_MetaboAge,9,581,38,0.23757890960909106,0.17203601379868275,1.268175064041096,0.9051944635807252,1.7767099311386947,0.1672840105033155,0.6950149654247084,0.45539371222653946,1.5767940639428515,1.1415600043134244,2.1779665639045858,0.005721200013561996,1.27 (0.91; 1.78),1.58 (1.14; 2.18),0.7
died,aa_mortScore,0,583,38,0.44226528420893646,0.15060010939938426,1.5562285285327209,1.1584634253746595,2.0905685755559062,0.0033173944940234263,0.6255266673517624,,,,,,1.56 (1.16; 2.09),nan (nan; nan),0.63
died,aa_mortScore,1,583,38,0.48498010330760377,0.14941030298778693,1.6241426934551666,1.2118417266321118,2.1767194764243274,0.0011705463512446414,0.6482375912033707,,,,,,1.62 (1.21; 2.18),nan (nan; nan),0.65
died,aa_mortScore,2,581,38,0.48364747085332854,0.14867897721567114,1.6219797497161053,1.2119638133777717,2.1707069794080462,0.0011420766688464996,0.6678707812983796,,,,,,1.62 (1.21; 2.17),nan (nan; nan),0.67
died,aa_mortScore,3,581,38,0.479490293627225,0.151750201315664,1.615250888664093,1.1996926085068018,2.1747532783230867,0.0015791315491304756,0.6571369594385386,,,,,,1.62 (1.2; 2.17),nan (nan; nan),0.66
died,aa_mortScore,4,581,38,0.4548386758623706,0.16202157751397142,1.5759191287314482,1.1471518511374745,2.1649453800201925,0.004996299825650051,0.6884095365878832,,,,,,1.58 (1.15; 2.16),nan (nan; nan),0.69
